id,process_date,avg_price,min_price,max_price
844,20230826,2235000000000000000000,2235000000000000000000,2235000000000000000000
845,20230827,2216667000000000000000,2200000000000000000000,2250000000000000000000
846,20230828,2300000000000000000000,2300000000000000000000,2300000000000000000000
847,20230830,2588000000000000000000,2588000000000000000000,2588000000000000000000
848,20230904,7838000000000000000000,6888000000000000000000,8788000000000000000000
849,20230905,2586667000000000000000,2222000000000000000000,2888000000000000000000
850,20230906,2680000000000000000000,2650000000000000000000,2710000000000000000000
851,20230908,3900000000000000000000,3900000000000000000000,3900000000000000000000
852,20230911,3233000000000000000000,2200000000000000000000,4099000000000000000000
853,20230912,2699000000000000000000,2699000000000000000000,2699000000000000000000
854,20230914,2100000000000000000000,2100000000000000000000,2100000000000000000000
855,20230915,2300000000000000000000,2300000000000000000000,2300000000000000000000
856,20230917,2545000000000000000000,2500000000000000000000,2590000000000000000000
857,20230920,2838333000000000000000,2200000000000000000000,3725000000000000000000
858,20230921,2200000000000000000000,2200000000000000000000,2200000000000000000000
859,20230922,2850000000000000000000,2850000000000000000000,2850000000000000000000
860,20230923,3240000000000000000000,3240000000000000000000,3240000000000000000000
861,20230924,2100000000000000000000,2100000000000000000000,2100000000000000000000
862,20230926,3489250000000000000000,2800000000000000000000,4469000000000000000000
863,20230928,3500000000000000000000,3500000000000000000000,3500000000000000000000
864,20230929,3960000000000000000000,2100000000000000000000,5820000000000000000000
865,20231002,2988000000000000000000,2088000000000000000000,3888000000000000000000
866,20231003,2100000000000000000000,2100000000000000000000,2100000000000000000000
867,20231004,2499000000000000000000,2499000000000000000000,2499000000000000000000
868,20231006,2410000000000000000000,2410000000000000000000,2410000000000000000000
869,20231010,2450000000000000000000,2100000000000000000000,3500000000000000000000
870,20231012,3888000000000000000000,3888000000000000000000,3888000000000000000000
871,20231015,2223000000000000000000,2069000000000000000000,2300000000000000000000
872,20231017,2462500000000000000000,2300000000000000000000,2625000000000000000000
873,20231018,3299500000000000000000,2200000000000000000000,4399000000000000000000
874,20231022,2643500000000000000000,2399000000000000000000,2888000000000000000000
875,20231023,2633000000000000000000,2400000000000000000000,2999000000000000000000
876,20231024,2200000000000000000000,2200000000000000000000,2200000000000000000000
877,20231027,3100000000000000000000,3100000000000000000000,3100000000000000000000
878,20231029,2700000000000000000000,2700000000000000000000,2700000000000000000000
879,20231030,3912500000000000000000,2180000000000000000000,5645000000000000000000
880,20231101,8410000000000000000000,8410000000000000000000,8410000000000000000000
881,20231104,1885000000000000000000,1790000000000000000000,700000000000000000000
882,20231105,4749500000000000000000,10000000000000000000000,5999000000000000000000
883,20231107,3134500000000000000000,1769000000000000000000,4500000000000000000000
884,20231108,1100000000000000000000,1000000000000000000000,1200000000000000000000
885,20231109,1649000000000000000000,1649000000000000000000,1649000000000000000000
886,20231110,1683500000000000000000,1600000000000000000000,1767000000000000000000
887,20231114,1731000000000000000000,1548000000000000000000,2000000000000000000000
888,20231115,2728667000000000000000,1649000000000000000000,4888000000000000000000
889,20231119,2874000000000000000000,2000000000000000000000,3748000000000000000000
890,20231121,1900000000000000000000,1900000000000000000000,1900000000000000000000
891,20231122,1638000000000000000000,1638000000000000000000,1638000000000000000000
892,20231124,1640000000000000000000,1640000000000000000000,1640000000000000000000
893,20231125,2500000000000000000000,2500000000000000000000,2500000000000000000000
894,20231126,3750000000000000000000,3750000000000000000000,3750000000000000000000
895,20231128,1600000000000000000000,1600000000000000000000,1600000000000000000000
896,20231130,3455000000000000000000,2000000000000000000000,4910000000000000000000
897,20231201,2420000000000000000000,2420000000000000000000,2420000000000000000000
898,20231202,1734000000000000000000,1640000000000000000000,2000000000000000000000
899,20231203,2765667000000000000000,1649000000000000000000,3748000000000000000000
900,20231204,1730000000000000000000,1730000000000000000000,1730000000000000000000
901,20231205,1720000000000000000000,1720000000000000000000,1720000000000000000000
902,20231206,2374000000000000000000,2000000000000000000000,2748000000000000000000
903,20231210,2899000000000000000000,2899000000000000000000,2899000000000000000000
904,20231211,1639000000000000000000,1639000000000000000000,1639000000000000000000
905,20231212,1638000000000000000000,1638000000000000000000,1638000000000000000000
906,20231213,1840000000000000000000,1840000000000000000000,1840000000000000000000
907,20231214,1969000000000000000000,1969000000000000000000,1969000000000000000000
908,20231218,2554500000000000000000,2110000000000000000000,2999000000000000000000
909,20231219,1900000000000000000000,1900000000000000000000,1900000000000000000000
910,20231222,1600000000000000000000,1600000000000000000000,1600000000000000000000
911,20231223,1500000000000000000000,1500000000000000000000,1500000000000000000000
912,20231226,1540000000000000000000,1540000000000000000000,1540000000000000000000
913,20231227,2800000000000000000000,2800000000000000000000,2800000000000000000000
914,20231228,1799333000000000000000,1700000000000000000000,1998000000000000000000
915,20231229,1900000000000000000000,1900000000000000000000,1900000000000000000000
916,20231230,2000000000000000000000,2000000000000000000000,2000000000000000000000
917,20240101,2192000000000000000000,1900000000000000000000,2484000000000000000000
918,20240102,1900000000000000000000,1900000000000000000000,1900000000000000000000
919,20240103,1900000000000000000000,1900000000000000000000,1900000000000000000000
920,20240105,2485000000000000000000,2485000000000000000000,2485000000000000000000
921,20240106,3240000000000000000000,3240000000000000000000,3240000000000000000000
922,20240107,1800000000000000000000,1800000000000000000000,1800000000000000000000
923,20240108,1938000000000000000000,1876000000000000000000,2000000000000000000000
924,20240110,2499000000000000000000,2499000000000000000000,2499000000000000000000
925,20240111,2910000000000000000000,2910000000000000000000,2910000000000000000000
926,20240112,2899500000000000000000,2499000000000000000000,3300000000000000000000
927,20240114,2450000000000000000000,1900000000000000000000,3000000000000000000000
928,20240115,1800000000000000000000,1800000000000000000000,1800000000000000000000
929,20240121,1600000000000000000000,1600000000000000000000,1600000000000000000000
930,20240122,1700000000000000000000,1700000000000000000000,1700000000000000000000
931,20240124,1980000000000000000000,1980000000000000000000,1980000000000000000000
932,20240127,1790000000000000000000,1790000000000000000000,1790000000000000000000
933,20240129,2900000000000000000000,1900000000000000000000,3900000000000000000000
934,20240202,1817000000000000000000,1394000000000000000000,2240000000000000000000
935,20240203,1490000000000000000000,1490000000000000000000,1490000000000000000000
936,20240205,6900000000000000000000,6900000000000000000000,6900000000000000000000
937,20240206,1899500000000000000000,1299000000000000000000,2500000000000000000000
938,20240209,1790000000000000000000,1790000000000000000000,1790000000000000000000
939,20240210,1916667000000000000000,1250000000000000000000,2600000000000000000000
940,20240213,2340000000000000000000,1270000000000000000000,3410000000000000000000
941,20240214,1999000000000000000000,1999000000000000000000,1999000000000000000000
942,20240215,2500000000000000000000,2500000000000000000000,2500000000000000000000
943,20240222,5100000000000000000000,1200000000000000000000,9000000000000000000000
944,20240225,2500000000000000000000,2500000000000000000000,2500000000000000000000
945,20240226,1194000000000000000000,1194000000000000000000,1194000000000000000000
946,20240227,1207000000000000000000,1174000000000000000000,1240000000000000000000
947,20240229,1144000000000000000000,1144000000000000000000,1144000000000000000000
948,20240303,950000000000000000000,950000000000000000000,950000000000000000000
949,20240304,1143000000000000000000,1143000000000000000000,1143000000000000000000
950,20240305,1143000000000000000000,1143000000000000000000,1143000000000000000000
951,20240308,1550000000000000000000,1000000000000000000000,2100000000000000000000
952,20240311,1000000000000000000000,1000000000000000000000,1000000000000000000000
953,20240313,2400000000000000000000,2400000000000000000000,2400000000000000000000
954,20240314,3444000000000000000000,3000000000000000000000,3888000000000000000000
955,20240315,1295000000000000000000,1295000000000000000000,1295000000000000000000
956,20240317,1210000000000000000000,1210000000000000000000,1210000000000000000000
957,20240318,1500000000000000000000,1500000000000000000000,1500000000000000000000
958,20240320,1605000000000000000000,1400000000000000000000,1810000000000000000000
959,20240321,1130000000000000000000,1050000000000000000000,1210000000000000000000
960,20240324,1000000000000000000000,1000000000000000000000,1000000000000000000000
961,20240326,1610000000000000000000,1240000000000000000000,1980000000000000000000
962,20240331,1000000000000000000000,1000000000000000000000,1000000000000000000000
963,20240407,2400000000000000000000,2400000000000000000000,2400000000000000000000
